finn_car_id,product_brand,purchasing_model,purchasing_model_line,product_fuel,helper_subscription_handover_date,product_body_type,delivery_compound_location
0i6h6stm,Land Rover,Range Rover Evoque,R-Dynamic HSE,Benzin (mild-hybrid),2022-11-15,SUV,compound_blg_duisburg
0i6jcnli,Fiat,500,Lounge,Benzin (mild-hybrid),2020-09-29,Kleinwagen,compound_mosolf_ketzin
0i09q1ny,BMW,8er Gran Coupé,Modell M Sport,Diesel,2022-09-12,Coupé,compound_akb_kitzingen
0i14va5o,Polestar,2,Performance,Elektro,,Limousine,dealer_eder_polestar_muenchen
0i0431k4,VW,Golf Variant,Life,Benzin (mild-hybrid),,Kombi,compound_arsaltmann_wolnzach
0icvjh17,Land Rover,Discovery Sport,R-Dynamic SE,Diesel (mild-hybrid),2023-01-30,SUV,dealer_ahgeisser_karlsruhe
0idwcfz4,Opel,Mokka e,GS Line,Elektro,2022-01-28,SUV,dealer_siebrecht_d2c_uslar
0ifms06g,Opel,Crossland,Elegance,Benzin,2022-12-30,SUV,dealer_siebrecht_d2c_uslar
0iga4o2v,Opel,Astra ST,GS Line,Plug-In-Hybrid,,Kombi,dealer_siebrecht_d2c_uslar
0ihgngkn,Jeep,Compass,S,Plug-In-Hybrid,2022-02-07,SUV,compound_mosolf_kippenheim
0ihnisa2,Dacia,Spring,Comfort Plus,Elektro,2022-02-14,SUV,compound_akb_schoeneck
0iig1lvp,Fiat,500 e,ICON,Elektro,,Kleinwagen,compound_mosolf_kippenheim
0iiyr4ku,Peugeot,508 SW,Allure,Benzin,,Kombi,dealer_eder_peugeot_rosenheim
0ijkmotw,Audi,Q3 Sportback,S line,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
0ik1uve9,Kia,XCeed,Vision,Plug-In-Hybrid,,SUV,compound_blg_d2c_duisburg
0il4h1js,Opel,Grandland X,Elegance,Benzin,2023-02-17,SUV,dealer_siebrecht_d2c_uslar
00ilzi3s,Tesla,Model 3,Standard Range,Elektro,,Limousine,compound_akb_kitzingen
0ipg4n2j,Tesla,Model 3,Long Range,Elektro,2022-11-03,Limousine,compound_akb_kitzingen
0iqy2n4v,Opel,Corsa,Edition,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
0irokajt,Land Rover,Discovery Sport,R-Dynamic SE,Benzin (mild-hybrid),2022-08-18,SUV,dealer_ahgeisser_karlsruhe
0isr3npg,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
0itbk2sf,Renault,Zoe,Intens,Elektro,2022-05-17,Limousine,compound_blg_duisburg
0iwi8vm5,BMW,2er Active Tourer,Modell Luxury Line,Benzin,2022-08-04,Van,compound_akb_kitzingen
0iwzjyjk,Renault,Clio,Evolution,Benzin,2023-01-26,Limousine,compound_blg_duisburg
0iz9h26z,Fiat,500 e,ICON,Elektro,2022-10-07,Kleinwagen,compound_mosolf_kippenheim
0izhjphd,Kia,Ceed Sportswagon,Spirit,Plug-In-Hybrid,,Kombi,compound_blg_saalanderdonau
0izxwn8v,Nissan,Qashqai,N-Connecta,Benzin (mild-hybrid),2022-08-16,SUV,compound_blg_d2c_atn2_neuss
0j1rnfqq,Polestar,2,Long Range Single Motor,Elektro,2022-12-07,Limousine,dealer_parkhausp12bahnhofnord_rosenheim
0j3qf3q9,Audi,A6 Avant,sport,Diesel (mild-hybrid),,Kombi,compound_akb_kitzingen
0j5yyxj3,BMW,X5,M Sportpaket,Diesel,,SUV,compound_akb_schoeneck
0j6nkhq2,Opel,Astra ST,GS Line,Plug-In-Hybrid,,Kombi,dealer_siebrecht_d2c_uslar
0j8twk2m,Nissan,Townstar,N-Design,Benzin,,Van,compound_blg_d2c_atn2_neuss
0j9rpji3,Nissan,Leaf,N-Connecta,Elektro,2022-11-04,Limousine,compound_blg_d2c_atn2_neuss
0j81zx17,Opel,Grandland,GS Line,Plug-In-Hybrid,,SUV,dealer_siebrecht_d2c_uslar
0je1vvze,Opel,Insignia ST,Elegance,Benzin,2022-01-11,Kombi,dealer_siebrecht_d2c_uslar
0jhjttyl,Jeep,Compass,Limited,Benzin,,SUV,compound_mosolf_kippenheim
0jhosvrj,Citroen,C3,Shine Pack,Benzin,2023-01-13,Limousine,compound_akb_kitzingen
0jhs21d4,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
0jjxg9u3,Jeep,Compass,Limited,Benzin,2022-12-24,SUV,compound_mosolf_kippenheim
0jok5108,BMW,3er Touring,Modell M Sport,Diesel,2022-09-08,Kombi,compound_akb_kitzingen
0joqks97,BMW,X6,M Sportpaket,Diesel,,SUV,compound_akb_schoeneck
0jpi5p0c,Opel,Insignia ST,Sports Tourer Elegance,Diesel,2022-08-09,Kombi,dealer_siebrecht_d2c_uslar
0jrqi3ze,Polestar,2,Pilot Plus,Elektro,,Limousine,dealer_eder_polestar_muenchen
0jt85072,Polestar,2,Long Range Single Motor,Elektro,2022-02-08,Limousine,dealer_eder_polestar_muenchen
0jtarnjp,MINI,5 Türer,Classic Trim,Benzin,,Limousine,compound_akb_schoeneck
0jvi24zb,Ford,Fiesta,Cool + Connect,Benzin,,Limousine,dealer_eder_akf_kolbermoor
0jvrgkuu,Audi,Q5 Sportback,S line,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
0jz6ypec,Fiat,500,Lounge,Benzin (mild-hybrid),2022-10-02,Kleinwagen,compound_mosolf_ketzin
0jzcsnu1,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
0jzu0hs4,Tesla,Model 3,Standard Range,Elektro,,Limousine,compound_akb_kitzingen
0jzw0k1b,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
0k2f7zyb,Fiat,500 e,ICON,Elektro,,Kleinwagen,compound_mosolf_kippenheim
00k4j1qj,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_ketzin
0k6e8x14,Mazda,6 SW,Exclusive Line,Benzin,,Kombi,compound_blg_saalanderdonau
0k7eyrom,Peugeot,508 SW,GT,Plug-In-Hybrid,2023-03-03,Kombi,compound_akb_kitzingen
0k8i1wy6,Opel,Mokka e,GS Line,Elektro,2023-02-20,SUV,dealer_siebrecht_d2c_uslar
0k09fakv,Opel,Astra ST,Edition,Benzin,,Kombi,compound_blg_saalanderdonau
0k09l9bu,Polestar,2,Long Range Single Motor,Elektro,,Limousine,compound_catzuelpich_zülpich
0k19o2gh,Land Rover,Range Rover Velar,D180,Diesel,,SUV,dealer_avalon_muenchen
0k65yjjj,Kia,Picanto,Dream Team,Benzin,,Limousine,compound_blg_d2c_duisburg
0kd9s7v0,MG,5,Luxury,Elektro,2023-04-17,Kombi,compound_carserviceerkens_wachtendonk
0kda8y81,Fiat,500C,Dolcevita,Benzin (mild-hybrid),2023-01-20,Cabriolet,compound_mosolf_ketzin
0kfd55kd,Opel,Grandland X,Edition,Benzin,2022-12-16,SUV,dealer_siebrecht_d2c_uslar
0kfex862,Opel,Insignia ST,Sports Tourer Elegance,Diesel,,Kombi,dealer_siebrecht_d2c_uslar
0kh245pz,Opel,Grandland,GS Line,Plug-In-Hybrid,,SUV,dealer_siebrecht_d2c_uslar
0ki3t354,Fiat,500,Dolcevita,Benzin (mild-hybrid),2023-02-20,Kleinwagen,compound_mosolf_kippenheim
0ki6uuer,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
0kkhnu9v,BMW,iX3,Impressive,Elektro,,SUV,compound_akb_kitzingen
0kmn22l1,Opel,Crossland,Innovation,Benzin,,SUV,dealer_siebrecht_d2c_uslar
0kn9o2ug,Opel,Crossland,Elegance,Benzin,,SUV,dealer_siebrecht_d2c_uslar
00koklbn,Audi,Q3 Sportback,S line,Diesel,,SUV,compound_akb_kitzingen
0kp86wkw,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
0kplytqp,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
0kpompvc,Mitsubishi,Eclipse Cross,Select,Plug-In-Hybrid,2022-06-27,SUV,compound_blg_d2c_neuss
0krdyh9u,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
0krx1srx,Audi,A4 Avant,S line,Diesel (mild-hybrid),,Kombi,compound_akb_kitzingen
0kry7741,Tesla,Model 3,Long Range,Elektro,2022-12-20,Limousine,compound_akb_kitzingen
0ku83ozd,Fiat,500 e,ICON,Elektro,,Kleinwagen,compound_mosolf_kippenheim
0kvm0h0s,Kia,XCeed,Vision,Plug-In-Hybrid,2022-10-20,SUV,compound_blg_d2c_duisburg
0kwb1x1y,Jeep,Compass,Limited,Benzin,2022-11-18,SUV,compound_mosolf_kippenheim
0kww3aap,Fiat,500 e,ICON,Elektro,2022-08-04,Kleinwagen,compound_mosolf_kippenheim
0kzizfsc,Fiat,500 e,ICON,Elektro,2022-12-30,Kleinwagen,compound_mosolf_kippenheim
0l0mnrsd,VW,Passat Variant,Business,Benzin,2023-01-16,Kombi,compound_arsaltmann_wolnzach
0l0nnbm3,BMW,X5,M Sportpaket,Diesel,,SUV,compound_akb_schoeneck
0l2c8ef6,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
0l2o89gb,BMW,X1,Modell M Sport,Benzin,2022-07-05,SUV,compound_akb_kitzingen
0l5b2bc0,Nissan,Primastar,Tekna,Diesel,,Van,compound_blg_d2c_atn2_neuss
0l6fsy7b,Fiat,500 e,ICON,Elektro,,Kleinwagen,compound_mosolf_kippenheim
0l32ic18,Audi,e-tron Sportback,advanced,Elektro,,SUV,compound_akb_kitzingen
0lb2936e,Jeep,Compass,Limited,Benzin,2022-03-15,SUV,compound_mosolf_kippenheim
0lbapkyt,Audi,Q2,Advanced,Benzin,,SUV,compound_akb_kitzingen
0lbmgzeo,Mitsubishi,Eclipse Cross,Plus,Plug-In-Hybrid,2022-04-04,SUV,compound_blg_neuss
0lbr7gco,Audi,S3 Sportback,,Benzin,,Kombi,compound_akb_kitzingen
0lcc590c,Land Rover,Range Rover Evoque,R-Dynamic HSE,Benzin (mild-hybrid),2022-11-04,SUV,compound_blg_duisburg
0ldy2wl6,Polestar,2,Long Range Single Motor,Elektro,,Limousine,compound_catzuelpich_zülpich
0lfqaa5p,BMW,X6,M Sportpaket,Diesel,,SUV,compound_akb_schoeneck
0lfw6nsv,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
0lkfhru5,MINI,Cabrio,John Cooper Works Trim,Benzin,2022-09-23,Cabriolet,compound_akb_kitzingen
0lmcrdyl,Nissan,Qashqai,N-Connecta,Benzin (mild-hybrid),,SUV,compound_blg_d2c_atn2_neuss
0lnkuf2y,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
0lny66jp,Audi,Q2,S line,Benzin,,SUV,compound_akb_kitzingen
0lo0xpxv,Jeep,Compass,Limited,Benzin,2022-05-30,SUV,compound_mosolf_kippenheim
0lo6xxdl,Land Rover,Range Rover Velar,R-Dynamic SE,Diesel (mild-hybrid),2022-08-18,SUV,dealer_ahgeisser_karlsruhe
0lpqn32f,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
0lr809yi,Cupra,Formentor,,Benzin,,SUV,dealer_feser_nürnberg
0lsbgn40,Opel,Crossland,Edition,Benzin,,SUV,compound_blg_neuss
0lwzpbbt,Opel,Grandland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
0m0xjmqc,Opel,Mokka,GS Line,Benzin,2022-04-04,SUV,dealer_siebrecht_d2c_uslar
0m3zno8n,Peugeot,e-208,GT,Elektro,2022-08-29,Limousine,compound_akb_kitzingen
0m4f6oxp,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
0m5rf7y0,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
00m7xvu0,Hyundai,KONA Elektro,Trend – Facelift 2021,Elektro,2022-10-01,SUV,compound_blg_saalanderdonau
0m9cfzva,Opel,Grandland X,Edition,Benzin,2022-09-27,SUV,dealer_siebrecht_d2c_uslar
0m9v5s0z,VW,Passat Variant,Business,Benzin,2022-12-01,Kombi,compound_arsaltmann_wolnzach
0m62zzna,Audi,Q2,Advanced,Benzin,,SUV,compound_akb_kitzingen
0m81xe3z,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
0m142y1j,Jeep,Compass,S,Plug-In-Hybrid,,SUV,compound_mosolf_ketzin
0ma88ule,Audi,Q3 Sportback,S line,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
0mck84pm,BMW,X1,Modell Sport Line,Benzin,,SUV,compound_akb_schoeneck
0mdjafct,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
0mdtco97,Polestar,2,Long Range Single Motor,Elektro,,Limousine,compound_catzuelpich_zülpich
0me10tbm,Renault,Clio,Evolution,Benzin,2022-12-21,Limousine,compound_blg_duisburg
00medrly,BMW,3er Touring,Modell Sport Line,Benzin,,Kombi,compound_akb_schoeneck
0mghp60a,MG,ZS,Luxury,Elektro,,SUV,compound_carserviceerkens_wachtendonk
0mhaoq87,Opel,Corsa,GS Line,Benzin,2022-05-16,Limousine,dealer_siebrecht_d2c_uslar
0mhwl9y7,Aiways,U5,Premium,Elektro,,SUV,compound_blg_saalanderdonau
0mid9sv7,Opel,Mokka e,GS Line,Elektro,,SUV,dealer_siebrecht_d2c_uslar
0mj9xq8d,Opel,Crossland,Elegance,Benzin,2023-01-26,SUV,dealer_siebrecht_d2c_uslar
0mjff8w4,Renault,Captur,Techno,Benzin (mild-hybrid),2023-02-27,SUV,compound_blg_duisburg
0mjg2jbi,Citroen,C3,Shine Pack,Benzin,2022-09-21,Limousine,compound_akb_kitzingen
00mjjpky,Audi,Q3 Sportback,S line,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
0ml4vtc2,Opel,Corsa,Elegance,Benzin,2023-01-30,Limousine,dealer_siebrecht_d2c_uslar
0mlwmiwi,Audi,SQ7,,Benzin,,SUV,compound_akb_kitzingen
0mlwpf13,Renault,Clio,Evolution,Benzin,2023-01-05,Limousine,compound_blg_duisburg
0mmmm9wj,Opel,Grandland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
0mo4c3fl,Mazda,6 SW,Exclusive Line,Benzin,,Kombi,compound_blg_saalanderdonau
0mpk6bf9,BMW,X2,Modell Advantage,Diesel,,SUV,compound_akb_schoeneck
0mpmzfjw,Audi,RS Q3 Sportback,,Benzin,,SUV,compound_akb_kitzingen
0mqee051,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
0mr6r1or,Audi,Q2,S line,Benzin,,SUV,compound_akb_kitzingen
0mr15rmx,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
0mt3v1tf,Jeep,Compass,S,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
0mti21ja,BMW,X6,M Sportpaket,Diesel,2022-07-13,SUV,compound_akb_schoeneck
0muhxqod,Fiat,500 e,ICON,Elektro,,Kleinwagen,compound_mosolf_kippenheim
0mukjh6q,Jeep,Compass,Limited,Benzin,2022-11-30,SUV,compound_mosolf_kippenheim
0mv5xr8q,Opel,Corsa,Elegance,Benzin,2023-02-14,Limousine,dealer_siebrecht_d2c_uslar
0mwd9j7c,Opel,Insignia ST,Sports Tourer Elegance,Diesel,2023-01-16,Kombi,dealer_siebrecht_d2c_uslar
0mypux52,Audi,A5 Cabriolet,S line,Diesel (mild-hybrid),,Cabriolet,compound_akb_kitzingen
0mzasm1t,Nissan,Juke,Acenta,Benzin,2022-12-16,SUV,compound_blg_d2c_atn2_neuss
0mzp2f13,Audi,Q2,Advanced,Benzin,,SUV,compound_akb_kitzingen
0n0z1op2,Aiways,U5,Premium,Elektro,2022-02-17,SUV,compound_blg_saalanderdonau
0n2gea6k,VW,Golf Variant,Life,Benzin (mild-hybrid),,Kombi,compound_arsaltmann_wolnzach
0n2tmwva,Opel,Zafira Life,Edition,Diesel,2022-11-30,Van,dealer_siebrecht_d2c_uslar
0n3mlm16,VW,Passat Variant,Business,Diesel,2022-07-06,Kombi,compound_arsaltmann_wolnzach
0n7fjeba,Audi,RS Q3,,Benzin,,SUV,compound_akb_kitzingen
0n7jkizi,BMW,X4,M Automobile,Diesel,,SUV,compound_akb_schoeneck
0n9ryqck,Opel,Grandland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
0n50vv4e,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
0n337rgt,Opel,Grandland,GS Line,Plug-In-Hybrid,,SUV,dealer_siebrecht_d2c_uslar
0n2908r1,Opel,Mokka e,GS Line,Elektro,2022-01-26,SUV,dealer_siebrecht_d2c_uslar
0naawzay,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
0nb7mg4b,Land Rover,Discovery,R-Dynamic SE,Diesel (mild-hybrid),,SUV,dealer_ahgeisser_karlsruhe
0neayblx,Fiat,500,Lounge,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_ketzin
0neuactf,Tesla,Model 3,Standard Range,Elektro,,Limousine,compound_akb_kitzingen
0neydj0o,Opel,Grandland X,Elegance,Diesel,2022-10-10,SUV,dealer_siebrecht_d2c_uslar
0nfwa3za,Audi,A6 Avant,sport,Benzin (mild-hybrid),,Kombi,compound_akb_kitzingen
0ngikyog,Audi,A6 Avant,sport,Diesel (mild-hybrid),2022-11-02,Kombi,compound_akb_kitzingen
0nh23jg6,BMW,X5,M Sportpaket,Diesel,,SUV,compound_akb_kitzingen
0nimldel,Nissan,Primastar,Tekna,Diesel,,Van,compound_blg_d2c_atn2_neuss
0nj8u0bd,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
0nj2645r,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
0nk5sdig,Kia,e-Niro,Spirit,Elektro,,SUV,compound_blg_duisburg
0nle258e,Kia,XCeed,Vision,Benzin,2022-08-12,SUV,compound_blg_saalanderdonau
0nls6lgg,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
0nmsj0p2,Fiat,500 e,ICON,Elektro,2022-11-10,Kleinwagen,compound_mosolf_kippenheim
0nmt6rc2,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
0nnqq1f8,VW,Golf Variant,Life,Benzin (mild-hybrid),,Kombi,compound_arsaltmann_wolnzach
0no3rwxw,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
0nsay4ge,MG,4,Luxury,Elektro,,Limousine,compound_carserviceerkens_wachtendonk
0nsbc0id,Fiat,500 e,ICON,Elektro,2022-01-04,Kleinwagen,compound_mosolf_kippenheim
0nspdssx,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
0ny7lxlm,Mitsubishi,Eclipse Cross,Plus,Plug-In-Hybrid,,SUV,compound_blg_neuss
0nympf4i,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
0nyyzpcn,Kia,Picanto,Dream Team,Benzin,,Limousine,compound_blg_d2c_duisburg
0o0m2xnv,Kia,ProCeed,GT,Benzin,,Kombi,compound_blg_d2c_duisburg
0o9f6p5x,VW,Passat Variant,Business,Benzin,2023-01-27,Kombi,compound_arsaltmann_wolnzach
0o98stkb,Tesla,Model 3,Standard Range,Elektro,2023-02-17,Limousine,compound_akb_kitzingen
0oaqpqlu,Audi,Q3 Sportback,S line,Benzin (mild-hybrid),2022-12-20,SUV,compound_akb_kitzingen
0obl9lu9,BMW,2er Coupé M,M Automobile,Benzin,2023-05-03,Coupé,compound_akb_kitzingen
0oclcsho,Fiat,500,Cult,Benzin (mild-hybrid),2022-05-02,Kleinwagen,compound_akb_schoeneck
0od8jlpn,Opel,Corsa,GS Line,Benzin,,Limousine,compound_blg_saalanderdonau
0odxs00g,Hyundai,KONA Elektro,Trend – Facelift 2021,Elektro,2022-10-21,SUV,compound_blg_saalanderdonau
0oe2mjtl,BMW,X1,Modell Advantage,Benzin,,SUV,compound_akb_schoeneck
0oefmday,Opel,Corsa e,GS Line,Elektro,,Limousine,dealer_siebrecht_d2c_uslar
0oh4zbkn,Aiways,U5,Premium,Elektro,,SUV,compound_blg_saalanderdonau
0oh8v85l,Jeep,Compass,S,Plug-In-Hybrid,2022-05-09,SUV,compound_mosolf_kippenheim
0ohvtepu,VW,Golf Variant,Life,Benzin (mild-hybrid),,Kombi,compound_arsaltmann_wolnzach
0oipjoa5,Jeep,Compass,Limited,Benzin,,SUV,compound_mosolf_kippenheim
0olvd94q,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
0ooi869a,MG,ZS,Luxury,Elektro,,SUV,compound_blg_duisburg
0ooiww8n,Opel,Grandland X,Edition,Benzin,2023-01-13,SUV,dealer_siebrecht_d2c_uslar
0oq9ufac,Tesla,Model 3,Long Range,Elektro,2023-01-04,Limousine,compound_akb_kitzingen
0orb9pjs,Jeep,Compass,Limited,Benzin,2022-10-08,SUV,compound_mosolf_kippenheim
0orw67lg,Audi,Q3,S line,Diesel,,SUV,compound_akb_kitzingen
0os70332,Jeep,Compass,Limited,Benzin,2022-03-03,SUV,compound_mosolf_kippenheim
0owi0rgf,Opel,Corsa,Elegance,Benzin,2022-05-24,Limousine,dealer_siebrecht_d2c_uslar
0ox62uxy,Tesla,Model 3,Standard Range,Elektro,,Limousine,compound_akb_kitzingen
0ox74525,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
0oxdzdgv,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
0oyeqzer,Peugeot,508 SW,Allure,Benzin,2023-02-01,Kombi,dealer_eder_peugeot_rosenheim
0oze0ipm,Opel,Astra ST,GS Line,Plug-In-Hybrid,,Kombi,dealer_siebrecht_d2c_uslar
0p2drndo,Tesla,Model 3,Long Range,Elektro,,Limousine,compound_akb_buch
0p2jzsnw,Audi,Q3,S line,Benzin (mild-hybrid),,SUV,compound_akb_kitzingen
0p7ez6sq,Audi,Q2,S line,Benzin,,SUV,compound_akb_kitzingen
0p7w1wna,Opel,Corsa,Elegance,Benzin,2022-06-01,Limousine,dealer_siebrecht_d2c_uslar
0p18u7yf,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
0p80ljys,Opel,Crossland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
0p678alz,Polestar,2,Long Range Single Motor,Elektro,,Limousine,compound_catzuelpich_zülpich
0p756usg,BMW,5er Touring,M Sportpaket,Diesel,2022-10-04,Kombi,compound_akb_kitzingen
0papmhn5,Mazda,6 SW,Exclusive Line,Benzin,,Kombi,compound_blg_duisburg
0pbbv3ru,Nissan,Juke,N-Connecta,Benzin,,SUV,compound_blg_d2c_atn2_neuss
0pbvne65,MINI,3 Türer,John Cooper Works Trim,Benzin,2022-09-26,Limousine,compound_akb_kitzingen
0pc7zsg2,Skoda,Octavia Combi,RS,Diesel,2022-10-17,Kombi,dealer_feser_nürnberg
0pdtfw71,Opel,Crossland,GS Line,Benzin,,SUV,dealer_siebrecht_d2c_uslar
0pfi5ezc,Jeep,Compass,S,Plug-In-Hybrid,2022-12-13,SUV,compound_mosolf_kippenheim
0pgju1gk,Peugeot,e-2008,Allure,Elektro,2022-10-31,SUV,compound_akb_kitzingen
0pjblfy7,Jeep,Compass,Limited,Benzin,2022-10-07,SUV,compound_mosolf_kippenheim
0pknsvym,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
0pl3t7bm,BMW,3er Touring,Modell Sport Line,Diesel,,Kombi,compound_akb_schoeneck
0plb66dt,Dacia,Spring,Comfort Plus,Elektro,2021-12-21,SUV,compound_akb_schoeneck
0po1em7u,Citroen,C3,Shine Pack,Benzin,2022-08-04,Limousine,compound_akb_kitzingen
0pp36y9p,Seat,Alhambra,FR-Line,Benzin,2022-10-07,Van,compound_akb_kitzingen
0pt7a7d5,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
0ptt4gsu,Audi,Q3 Sportback,S line,Diesel,2022-10-28,SUV,compound_akb_kitzingen
0pw2zwkt,Polestar,2,Long Range Dual Motor,Elektro,,Limousine,compound_catzuelpich_zülpich
0pwrr09d,Jeep,Compass,Limited,Benzin,2022-01-25,SUV,compound_mosolf_kippenheim
0pwviixf,Polestar,2,Long Range Single Motor,Elektro,,Limousine,compound_catzuelpich_zülpich
0pzvbomu,Opel,Zafira Life,Edition M,Diesel,2022-11-11,Van,dealer_siebrecht_d2c_uslar
0q0rlze9,Tesla,Model 3,Long Range,Elektro,,Limousine,compound_akb_schoeneck
0q1ii574,VW,Golf Variant,Life,Benzin (mild-hybrid),,Kombi,compound_arsaltmann_wolnzach
0q2ojy3p,Fiat,500,Lounge,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_ketzin
0q4fm7ix,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
0q4p7uom,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
0q25mrc3,Fiat,500,Lounge,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_ketzin
0q45zu24,Audi,RS Q3 Sportback,,Benzin,,SUV,compound_akb_kitzingen
0q74ngxo,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
0q358mov,Audi,Q5 Sportback,S line,Diesel (mild-hybrid),,SUV,compound_akb_kitzingen
0q471cz7,Audi,Q2,S line,Benzin,,SUV,compound_akb_kitzingen
0q895kfx,Audi,Q8,competition plus,Plug-In-Hybrid,,SUV,compound_akb_kitzingen
0qaq3chv,BMW,X1,Modell M Sport,Benzin,,SUV,compound_akb_kitzingen
0qglhksp,Kia,Niro,Spirit,Plug-In-Hybrid,2023-03-06,SUV,compound_blg_saalanderdonau
0qhpjkoe,Renault,Clio,Evolution,Benzin,2023-01-09,Limousine,compound_blg_duisburg
0qijvv0k,Opel,Mokka e,GS Line,Elektro,2022-02-21,SUV,dealer_siebrecht_d2c_uslar
0qilo5px,Jeep,Compass,Upland,Plug-In-Hybrid,,SUV,compound_mosolf_kippenheim
0qk6ck9o,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
0qkhtris,Peugeot,508 SW,Allure,Benzin,,Kombi,dealer_eder_peugeot_rosenheim
0qki1gb8,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
0qkjrclu,Kia,XCeed,Vision,Plug-In-Hybrid,2022-11-04,SUV,compound_blg_d2c_duisburg
0qktsxjc,Fiat,500C,Dolcevita,Benzin (mild-hybrid),2023-02-17,Cabriolet,compound_mosolf_ketzin
0qlx8llp,Opel,Corsa,Elegance,Benzin,,Limousine,dealer_siebrecht_d2c_uslar
0qmjyn2g,Fiat,500,Dolcevita,Benzin (mild-hybrid),,Kleinwagen,compound_mosolf_kippenheim
0qn918hg,MINI,Electric,Classic Trim,Elektro,,Limousine,compound_akb_schoeneck
0qsep42r,Fiat,500C,Dolcevita,Benzin (mild-hybrid),2022-12-09,Cabriolet,compound_mosolf_ketzin
0qt99l1j,Tesla,Model Y,Long Range,Elektro,,SUV,compound_akb_kitzingen
0qv797a4,BMW,X3,M Automobile,Benzin,,SUV,compound_akb_schoeneck
